ScreenTime,SleepHours,LateNightUsage,ActivityLevel,DietQuality,SittingTime,InactivityPeriods,StressLevel,Gender,MealsPerDay,CalorieIntake,BMI,Fatigue,dopamine_score,lifestyle_risk,health_score,bmi_category,FutureHealthRisk,DiabetesRisk,AnemiaRisk,PCOSRisk
5,4.9,1,2,0,8,3,0,0,5,2950,16.666666666666664,Medium,3.0,3.3,2.56,0,Medium,Low,Medium,Low
5,6.6,0,2,2,10,1,0,0,4,2760,30.297783933518005,Low,2.5,3.3,3.84,3,Low,Medium,Low,Low
4,7.4,0,2,0,2,2,2,0,3,2245,25.806451612903224,Medium,2.0,2.0,3.5600000000000005,2,Medium,Medium,High,Medium
3,5.8,0,0,0,4,3,1,1,1,251,23.334120982986768,High,1.5,2.5,2.32,1,Medium,Medium,High,Medium
4,7.9,1,0,1,8,0,1,0,3,2186,26.48553974966893,Low,2.5,2.8,3.46,2,Medium,High,Medium,Medium
3,4.6,1,0,1,3,0,1,1,1,1036,20.515086478979924,Medium,2.0,1.2999999999999998,2.14,1,Medium,Medium,Medium,Medium
2,7.3,1,1,2,10,4,2,1,1,1422,15.210924824229314,High,1.5,5.0,3.82,0,Medium,Medium,Medium,Medium
4,5.7,0,2,2,10,0,0,0,1,574,19.19530279649216,Medium,2.0,3.0,3.4800000000000004,1,Low,Low,Low,Low
5,4.3,0,0,2,11,3,0,1,1,1588,28.08626033057851,Medium,2.5,4.199999999999999,2.32,2,Medium,Medium,Low,Medium
8,4.9,0,0,2,2,4,2,0,5,3406,34.193213296398895,High,4.0,2.6,2.56,3,High,High,Medium,High
2,7.6,1,2,1,11,1,1,0,5,2887,28.088991030674453,Low,1.5,4.0,3.94,2,Medium,Medium,Medium,Low
6,5.0,1,0,0,2,2,1,1,3,2056,17.527815881725342,High,3.5,1.6,2.0,0,Medium,Medium,High,Medium
8,6.5,1,2,1,5,1,2,1,1,1688,19.94805976890361,High,4.5,2.6,3.5,1,Medium,Medium,Medium,Medium
7,5.5,1,1,0,5,2,0,1,5,2700,21.84700852033332,High,4.0,2.1,2.5,1,Medium,Medium,Medium,Medium
1,8.0,1,0,2,10,2,0,1,2,1334,18.166204254194746,Medium,1.0,3.6,3.8,0,Low,Medium,Low,Low
7,4.8,0,0,2,5,4,1,1,3,2415,29.04370898920721,Medium,3.5,3.1,2.52,2,Medium,High,Low,High
2,5.0,1,0,1,8,3,2,1,2,947,21.20310522895934,High,1.5,4.1,2.3,1,Medium,Medium,High,High
2,6.7,1,0,2,2,4,0,1,2,1169,28.40818411056848,Low,1.5,1.7999999999999998,3.28,2,Medium,Medium,Low,Medium
7,7.3,0,0,2,3,3,0,1,1,1307,21.798202394816204,Medium,3.5,1.7999999999999998,3.52,1,Medium,Medium,Low,Medium
2,7.2,1,0,2,10,1,2,0,5,2519,36.40191219683347,High,1.5,4.1,3.4800000000000004,3,Medium,High,Low,High
2,6.7,1,0,1,7,2,0,0,5,3082,21.8724228190326,Low,1.5,2.7,2.98,1,Medium,Medium,Low,Medium
3,7.0,1,0,2,9,1,0,0,4,3145,24.48565200513601,Medium,2.0,3.0,3.4000000000000004,1,Medium,Medium,Low,Medium
4,6.9,1,1,1,6,1,0,1,1,403,22.229061933586404,Medium,2.5,2.1,3.36,1,Medium,Low,Medium,Low
4,6.0,1,2,0,6,4,2,0,5,3048,36.10694145807132,Medium,2.5,3.8,3.0000000000000004,3,Medium,Medium,High,Medium
4,6.8,0,1,2,11,1,2,1,2,1122,25.43268595587264,Medium,2.0,4.4,3.62,2,Medium,Medium,Medium,Medium
8,5.5,0,1,2,7,4,0,1,2,983,27.18089990817264,Medium,4.0,3.3,3.1,2,Medium,Medium,Low,Medium
2,6.3,0,2,2,10,0,0,0,1,1186,32.45567771512029,Medium,1.0,3.0,3.72,3,Low,Low,Low,Low
6,6.3,1,2,0,9,1,0,0,3,2027,15.527486637403324,High,3.5,3.0,3.12,0,Medium,Low,Medium,Low
1,8.0,1,0,1,11,1,1,0,1,40,16.975308641975307,High,1.0,4.0,3.5,0,Medium,Medium,Medium,Medium
3,7.1,1,0,2,10,2,2,1,1,547,38.59479847375115,High,2.0,4.4,3.44,3,Medium,High,Medium,High
6,6.3,0,1,2,3,4,2,0,5,2833,18.92915089237426,Medium,3.0,2.8999999999999995,3.42,1,Medium,Medium,Low,Medium
7,5.8,1,1,2,6,0,0,1,3,2035,18.49112426035503,Medium,4.0,1.7999999999999998,3.22,0,Low,Medium,Low,Low
4,5.9,0,1,1,11,2,1,0,3,2446,22.49134948096886,Medium,2.0,4.3,2.96,1,Medium,Medium,Medium,Medium
1,7.6,0,1,2,3,0,0,1,5,2782,24.76756591982929,Low,0.5,0.8999999999999999,3.94,1,Low,Medium,Low,Low
1,7.6,1,1,0,11,2,0,0,2,1574,21.146319909102385,Medium,1.0,3.9,3.34,1,Medium,Low,Medium,Low
7,5.1,1,0,2,3,4,2,0,1,1379,24.55775234131113,High,4.0,2.8999999999999995,2.64,1,High,High,Medium,High
2,5.9,0,0,2,8,4,2,0,4,2917,16.75729284224206,High,1.0,4.4,2.9600000000000004,0,Medium,Medium,Medium,Medium
3,4.6,0,0,2,9,1,0,1,1,352,21.513858510523864,High,1.5,3.0,2.44,1,Medium,Medium,Medium,Medium
6,4.4,1,2,2,3,1,0,0,4,2933,29.733900410252552,Medium,3.5,1.2,2.9600000000000004,2,Medium,Medium,Low,Medium
6,7.9,0,0,1,8,3,0,1,3,2337,27.43484224965706,Medium,3.0,3.3,3.46,2,Medium,High,Low,Medium
5,7.4,1,2,2,2,2,2,0,3,1934,17.846519928613922,Medium,3.0,2.0,4.16,0,Medium,Medium,Low,Medium
3,7.1,1,1,0,9,3,0,1,2,1158,16.955017301038065,Medium,2.0,3.6,3.14,0,Medium,Low,Medium,Low
4,6.2,1,1,2,11,3,2,1,3,2171,31.238589800803275,Medium,2.5,4.999999999999999,3.3800000000000003,3,Medium,Medium,Medium,High
2,4.4,1,1,0,7,2,1,0,4,3273,21.6712580348944,Medium,1.5,3.1,2.06,1,Medium,Medium,High,Medium
5,5.6,0,0,2,7,4,0,1,1,772,25.43748081224508,Medium,2.5,3.3,2.84,2,Medium,Medium,Low,Medium
5,4.6,1,0,0,5,2,1,0,3,1803,30.79584775086505,High,3.0,2.5,1.84,3,High,High,High,High
1,8.0,1,1,0,4,3,1,0,3,2194,25.76298057867617,Low,1.0,2.5,3.5,2,Medium,Medium,Medium,Medium
7,5.0,1,1,2,2,3,0,0,1,1079,22.024322512687924,High,4.0,1.5,2.9,1,Medium,Medium,Low,Medium
1,4.8,1,2,0,6,1,0,0,3,2496,27.005130974885223,Medium,1.0,2.1,2.52,2,Medium,Low,Medium,Low
6,4.6,1,0,1,10,2,2,0,5,3495,25.05930702662969,High,3.5,4.4,2.14,2,High,High,Medium,High
3,7.4,1,2,0,4,4,0,1,1,551,27.43484224965706,Medium,2.0,2.4,3.5600000000000005,2,Low,Low,Medium,Low
1,7.0,0,1,1,2,3,1,0,1,1216,23.719609250647608,Low,0.5,1.9,3.4,1,Medium,Medium,Medium,Medium
7,4.2,0,0,1,10,3,0,0,2,1127,31.624219935908247,High,3.5,3.9,1.98,3,Medium,Medium,Medium,Medium
8,5.8,0,2,0,9,2,0,1,3,2337,30.094730002393906,High,4.0,3.3,2.92,3,Medium,Medium,Medium,Medium
6,6.3,1,0,2,3,0,0,1,3,2273,14.356605599076184,Medium,3.5,0.8999999999999999,3.12,0,Medium,Medium,Low,Medium
7,6.2,1,1,1,5,2,2,1,1,330,24.69135802469136,High,4.0,2.9000000000000004,3.08,1,Medium,Medium,High,High
6,7.4,1,1,1,8,2,0,1,2,936,28.40818411056848,Medium,3.5,3.0,3.56,2,Medium,Medium,Medium,Medium
1,4.5,1,2,1,10,1,1,0,1,1319,18.20664542558034,Medium,1.0,3.7,2.7,0,Medium,Low,Medium,Low
3,7.7,1,0,2,10,0,0,1,1,1212,29.384756657483933,Medium,2.0,3.0,3.68,2,Medium,Medium,Low,Medium
6,6.5,1,0,2,3,0,0,1,1,29,28.088991030674453,High,3.5,0.8999999999999999,3.2,2,Medium,Medium,Low,Medium
2,6.1,0,2,2,6,0,1,0,2,1067,18.20664542558034,Low,1.0,2.2,3.64,0,Low,Low,Medium,Low
3,6.7,1,1,1,5,4,0,1,1,1352,33.12130678610411,Medium,2.0,2.7,3.28,3,Medium,Medium,Medium,Medium
3,7.1,0,0,0,8,3,2,1,4,3258,21.20099137030069,Medium,1.5,4.1,2.84,1,High,High,Medium,Medium
3,6.0,0,0,0,10,0,0,0,2,1524,14.814814814814811,Medium,1.5,3.0,2.4000000000000004,0,Medium,Medium,Medium,Low
5,5.5,1,1,1,10,2,0,1,1,369,21.64412070759625,High,3.0,3.6,2.8,1,Medium,Low,Medium,Medium
5,5.5,1,0,2,2,4,1,0,1,695,13.586956521739127,High,3.0,2.2,2.8000000000000003,0,Medium,Medium,Medium,Medium
1,6.0,0,2,1,5,1,0,1,5,2795,25.43268595587264,Low,0.5,1.8,3.3000000000000003,2,Low,Low,Medium,Low
7,5.3,1,1,0,11,3,0,0,3,2007,20.56880661366243,High,4.0,4.199999999999999,2.42,1,Medium,Medium,Medium,Medium
4,4.2,1,2,2,9,1,0,0,3,2331,18.41565028378215,Medium,2.5,3.0,2.8800000000000003,0,Low,Low,Low,Low
5,7.0,1,1,2,10,2,0,0,1,787,22.3132784291452,Medium,3.0,3.6,3.7,1,Low,Medium,Low,Low
5,5.9,0,0,2,5,4,2,1,3,2416,27.82931354359926,Medium,2.5,3.5,2.9600000000000004,2,Medium,High,Medium,High
6,7.7,1,2,1,2,4,1,1,3,2009,20.936639118457304,Medium,3.5,2.2,3.98,1,Medium,Medium,Medium,Low
3,7.9,1,2,0,11,0,1,1,1,68,20.41522491349481,Medium,2.0,3.7,3.76,1,Medium,Low,High,Low
1,5.1,1,2,2,4,0,0,0,1,126,31.64428577224228,High,1.0,1.2,3.24,3,Low,Low,Medium,Low
8,6.1,1,0,0,7,4,1,0,2,1113,31.934968790825955,High,4.5,3.7,2.44,3,High,High,High,High
7,5.2,1,0,1,3,0,1,1,1,1260,29.37239738251041,High,4.0,1.2999999999999998,2.38,2,Medium,High,Medium,High
5,6.0,0,2,2,6,0,1,0,3,1863,23.030045351473927,Low,2.5,2.2,3.6000000000000005,1,Medium,Medium,Low,Medium
8,5.3,1,1,2,11,0,1,0,4,2919,26.83518005540166,High,4.5,3.7,3.02,2,Medium,High,Low,Medium
5,4.6,0,2,1,10,0,2,1,1,573,30.859607376561577,High,2.5,3.8,2.74,3,Medium,Medium,High,Medium
6,6.1,0,1,0,3,4,2,0,2,1346,23.4375,Medium,3.0,2.8999999999999995,2.74,1,High,Medium,High,Medium
5,5.7,0,2,0,11,3,1,0,5,2560,21.30394857667585,Medium,2.5,4.6,2.8800000000000003,1,Medium,Medium,High,Medium
6,7.4,1,1,0,2,4,0,1,1,1377,35.05886426592798,High,3.5,1.7999999999999998,3.26,3,Medium,Medium,Medium,Medium
7,6.4,1,2,2,11,4,2,0,1,918,25.68007405416704,High,4.0,5.3,3.7600000000000007,2,Medium,Medium,Medium,Medium
3,6.7,0,0,1,10,0,2,1,1,298,27.33564013840831,High,1.5,3.8,2.98,2,Medium,Medium,Medium,High
8,5.9,0,2,2,6,3,0,1,1,1366,16.896235078053262,High,4.0,2.7,3.5600000000000005,0,Low,Low,Low,Low
1,7.3,1,0,1,11,1,1,1,2,1207,31.24523700655387,Medium,1.0,4.0,3.22,3,Medium,Medium,Medium,Medium
5,4.6,1,0,1,2,2,1,1,3,1835,26.05835362467427,Medium,3.0,1.6,2.14,2,Medium,High,Medium,Medium
8,5.6,1,2,0,2,4,2,0,1,1128,23.337684427040067,High,4.5,2.6,2.84,1,Medium,Medium,High,Medium
6,4.0,1,1,1,2,3,0,1,4,3291,16.60899653979239,High,3.5,1.5,2.2,0,Medium,Medium,Medium,Medium
4,4.5,1,0,1,3,3,1,1,4,3499,26.753212578395683,Medium,2.5,2.2,2.1,2,Medium,High,Medium,Medium
2,7.4,1,0,0,8,3,2,1,3,2392,29.04370898920721,Medium,1.5,4.1,2.9600000000000004,2,High,High,High,High
2,6.2,0,2,1,3,2,0,0,2,1053,20.060954438486167,Low,1.0,1.5,3.3800000000000003,1,Low,Low,Medium,Low
8,6.9,0,2,1,11,3,1,1,4,2645,17.21108680841909,Medium,4.0,4.6,3.66,0,Medium,Medium,Medium,Low
2,4.8,0,1,2,7,2,2,1,3,2268,14.682881675125282,Medium,1.0,3.5,2.82,0,Medium,Medium,Medium,Medium
3,4.8,1,1,1,5,0,1,1,1,56,21.62964876033058,Medium,2.0,1.9,2.52,1,Medium,Low,Medium,Medium
7,5.6,1,2,0,11,1,0,1,2,1487,23.99945916711736,High,4.0,3.6,2.84,1,Medium,Low,Medium,Low
4,4.1,1,2,1,6,0,0,1,2,1595,34.449607434705975,Medium,2.5,1.7999999999999998,2.54,3,Medium,Medium,Medium,Medium
3,4.5,0,0,0,8,4,0,1,1,909,20.504933999743688,Medium,1.5,3.6,1.8,1,Medium,Medium,High,Medium
6,5.8,1,0,2,7,1,1,0,3,2292,30.48315805517451,High,3.5,2.8,2.92,3,Medium,High,Low,High
1,5.4,0,1,1,4,4,2,1,4,2846,31.533446712018144,Medium,0.5,3.2,2.76,3,Medium,Medium,Medium,High
2,6.2,1,2,2,9,2,0,0,3,2088,24.96494647925858,Low,1.5,3.3,3.6800000000000006,1,Low,Low,Low,Low
3,7.0,0,0,1,7,3,0,0,4,3443,27.39817568244846,Low,1.5,3.0,3.1,2,Medium,High,Low,Medium
2,4.3,0,0,2,7,0,0,0,1,815,26.82742078020452,Medium,1.0,2.1,2.32,2,Medium,Medium,Medium,Medium
8,6.7,0,1,0,6,0,1,0,4,2843,19.312952005259696,Medium,4.0,2.2,2.98,1,Medium,Medium,Medium,Medium
8,7.8,0,1,0,6,0,2,1,1,1053,15.063799621928164,High,4.0,2.6,3.42,0,Medium,Medium,High,Medium
1,4.4,1,1,2,3,3,1,0,4,2729,17.474717430101133,Medium,1.0,2.2,2.66,0,Medium,Medium,Low,Medium
6,7.7,1,1,2,7,3,1,0,2,1240,20.0288415318058,Medium,3.5,3.4,3.98,1,Medium,Medium,Low,Medium
4,5.8,1,1,0,2,1,2,1,4,2586,29.666548000474663,High,2.5,1.7,2.62,2,High,Medium,High,High
4,6.4,0,1,2,9,0,0,0,4,2812,16.483013339031164,Low,2.0,2.7,3.4600000000000004,0,Low,Medium,Low,Low
4,5.0,0,1,0,9,2,2,0,3,2037,24.88888888888889,High,2.0,4.1,2.3,1,High,Medium,High,High
7,5.2,0,0,2,4,0,1,0,1,1682,18.289894833104707,High,3.5,1.6,2.68,0,Medium,Medium,Medium,Medium
5,7.9,0,0,1,11,4,2,0,5,3499,16.423303174176592,Medium,2.5,5.3,3.46,0,Medium,High,Medium,Medium
5,7.0,1,0,0,10,3,2,0,1,156,16.358024691358022,High,3.0,4.7,2.8000000000000003,0,High,Medium,High,Medium
8,4.8,0,1,2,11,3,0,0,2,1046,23.875114784205696,Medium,4.0,4.199999999999999,2.82,1,Medium,Medium,Low,Medium
7,7.9,1,0,1,8,0,1,0,5,2809,22.03856749311295,Medium,4.0,2.8,3.46,1,Medium,High,Medium,Medium
3,7.7,1,2,0,9,3,2,0,3,2063,15.020408163265309,High,2.0,4.4,3.68,0,Medium,Low,High,Medium
2,5.4,0,2,1,2,2,1,0,2,892,37.333333333333336,Medium,1.0,1.6,3.06,3,Medium,Low,Medium,Medium
2,7.8,0,1,1,4,2,0,0,3,2477,39.55555555555556,Low,1.0,1.7999999999999998,3.72,3,Medium,Medium,Low,Medium
8,7.4,1,0,0,11,0,2,1,1,1339,23.42355740630577,High,4.5,4.1,2.9600000000000004,1,High,High,High,High
2,7.1,0,1,1,10,2,0,0,2,1706,26.854405574103644,Low,1.0,3.6,3.4399999999999995,2,Medium,Medium,Medium,Low
2,5.3,1,2,2,7,2,1,1,1,695,30.730609418282548,High,1.5,3.1,3.3200000000000003,3,Medium,Low,Medium,Medium
1,5.5,0,1,1,3,1,2,0,1,1130,19.067710657633167,Medium,0.5,2.0,2.8,1,Medium,Medium,High,Medium
8,7.4,0,0,2,10,1,1,1,4,2777,24.38652644413961,Medium,4.0,3.7,3.5600000000000005,1,Medium,High,Low,Medium
7,6.2,0,0,1,9,4,2,0,5,3260,20.19557823129252,High,3.5,4.699999999999999,2.78,1,High,High,Medium,High
7,4.5,1,2,2,7,4,2,0,4,2692,25.99243856332703,High,4.0,4.1,3.0,2,Medium,Medium,Medium,Medium
4,6.3,1,2,1,11,1,2,1,2,1376,37.22299168975069,Medium,2.5,4.4,3.42,3,Medium,Medium,Medium,Medium
2,7.4,0,1,2,9,4,0,1,5,3230,15.94387755102041,Low,1.0,3.9,3.86,0,Low,Medium,Low,Low
7,7.1,0,0,1,6,2,2,1,3,1837,18.612244897959183,Medium,3.5,3.2,3.14,1,Medium,High,Medium,High
7,4.9,0,2,2,11,3,2,1,3,1939,29.017447199265384,High,3.5,4.999999999999999,3.16,2,Medium,Medium,Medium,Medium
7,5.3,0,0,1,5,2,1,1,5,3079,27.12031558185404,Medium,3.5,2.5,2.42,2,Medium,High,Medium,High
5,7.5,0,2,1,5,2,2,0,5,3448,23.78121284185493,Low,2.5,2.9000000000000004,3.9,1,Medium,Medium,Medium,Medium
8,4.5,1,2,0,7,1,1,0,5,2842,17.915089237425637,High,4.5,2.8,2.4,0,Medium,Medium,High,Medium
4,4.3,1,0,0,8,1,1,0,2,1736,17.102914931588344,High,2.5,3.1,1.72,0,Medium,Medium,High,Medium
4,6.6,0,1,2,3,1,2,0,5,3000,21.208448753462605,Low,2.0,2.0,3.54,1,Medium,Medium,Low,Medium
6,4.2,0,1,0,6,2,2,0,1,1593,29.76086271489094,High,3.0,3.2,1.98,2,High,Medium,High,High
8,5.4,1,0,2,8,1,0,0,5,3331,29.752066115702483,High,4.5,2.7,2.76,2,Medium,High,Low,Medium
2,7.9,0,1,0,10,1,2,1,2,803,24.56747404844291,Medium,1.0,4.1,3.46,1,Medium,Medium,High,Medium
4,7.3,0,2,0,11,0,1,0,5,2915,27.309968138370508,Low,2.0,3.7,3.52,2,Medium,Medium,Medium,Medium
8,6.9,0,1,1,7,3,0,0,5,2748,24.337479718766904,Low,4.0,3.0,3.36,1,Medium,Medium,Low,Medium
4,5.4,1,0,2,3,0,2,1,5,2544,16.262975778546714,High,2.5,1.7,2.76,0,Medium,High,Medium,High
8,6.5,1,2,0,2,1,0,1,5,2551,20.52892162782273,Medium,4.5,0.8999999999999999,3.2,1,Medium,Medium,Medium,Low
1,7.1,1,0,2,5,1,1,0,3,2197,24.38237297859371,Low,1.0,2.2,3.44,1,Medium,Medium,Low,Medium
3,4.4,1,1,1,3,2,0,0,4,3440,23.725286160249738,Medium,2.0,1.5,2.36,1,Medium,Medium,Medium,Medium
7,4.8,1,0,0,8,2,1,1,1,1066,25.76571345623458,High,4.0,3.4,1.92,2,High,Medium,High,High
7,6.0,1,0,0,11,4,2,0,1,1426,23.30668005306752,High,4.0,5.3,2.4000000000000004,1,High,High,High,High
8,7.2,1,0,0,3,4,0,1,1,1073,29.242108636436463,High,4.5,2.1,2.8800000000000003,2,Medium,Medium,Medium,Medium
2,7.6,0,0,1,11,4,0,0,1,1614,25.55932915514163,Medium,1.0,4.5,3.34,2,Medium,Medium,Low,Medium
2,7.9,1,1,1,2,0,1,1,1,1123,38.52146814404432,Medium,1.5,1.0,3.76,3,Medium,Medium,Medium,Medium
4,4.3,1,0,0,4,2,1,1,1,565,26.218820861678008,High,2.5,2.2,1.72,2,High,Medium,High,Medium
8,4.0,1,0,1,11,1,1,1,5,2941,20.832529609197177,High,4.5,4.0,1.9,1,Medium,High,Medium,High
1,6.5,0,0,2,7,3,1,0,2,1554,19.26530612244898,Low,0.5,3.4,3.2,1,Medium,Medium,Low,Medium
8,5.6,0,0,1,4,1,0,0,2,1419,27.117768595041323,Medium,4.0,1.5,2.54,2,Medium,Medium,Medium,Medium
2,4.8,1,2,1,3,4,2,0,5,2657,26.61934338952972,Medium,1.5,2.8999999999999995,2.82,2,Medium,Medium,Medium,Medium
8,5.8,1,2,0,7,0,0,0,3,2024,20.897959183673468,High,4.5,2.1,2.92,1,Medium,Medium,Medium,Low
4,4.2,1,1,2,5,0,2,1,1,488,14.66870572079523,High,2.5,2.3,2.58,0,Medium,Medium,Medium,Medium
1,7.6,0,2,0,9,1,0,1,4,3438,15.292905964233327,Medium,0.5,3.0,3.64,0,Low,Low,Medium,Low
8,5.2,1,1,1,6,1,1,1,4,2615,33.98437499999999,High,4.5,2.5,2.68,3,Medium,High,Medium,Medium
3,6.2,1,0,2,10,2,1,1,1,137,30.11940191473341,High,2.0,4.0,3.0800000000000005,3,Medium,Medium,Medium,Medium
1,4.5,1,1,1,5,0,2,0,5,2709,23.83673469387756,Medium,1.0,2.3,2.4,1,Medium,Medium,Medium,Medium
5,4.9,0,1,0,8,0,0,1,3,2122,27.21730294672667,Medium,2.5,2.4,2.26,2,Medium,Medium,Medium,Medium
2,5.1,0,2,1,6,2,2,0,2,1118,23.011176857330703,Medium,1.0,3.2,2.94,1,Medium,Low,High,Medium
8,4.8,1,1,0,3,2,0,0,1,1122,18.826793499801823,High,4.5,1.5,2.22,1,Medium,Medium,High,Medium
8,7.3,0,1,2,9,3,2,1,3,2012,23.56663223140496,Medium,4.0,4.4,3.82,1,Medium,Medium,Low,Medium
7,7.9,1,2,1,3,4,1,1,4,3296,15.149602322939025,Medium,4.0,2.5,4.0600000000000005,0,Medium,Medium,Low,Low
1,6.4,1,0,2,4,2,0,1,2,1191,31.13898513223104,Medium,1.0,1.7999999999999998,3.1600000000000006,3,Medium,Medium,Low,Medium
5,5.6,0,2,2,2,2,1,1,2,870,31.624219935908247,Medium,2.5,1.6,3.44,3,Medium,Medium,Medium,Medium
7,7.8,0,0,2,10,2,0,1,5,2756,23.66524436157625,Medium,3.5,3.6,3.72,1,Medium,High,Low,Medium
8,4.1,1,1,1,10,1,0,1,1,245,34.85018426534209,High,4.5,3.3,2.24,3,Medium,Medium,Medium,Medium
7,5.6,0,1,0,3,0,1,0,3,2234,17.31341036546351,High,3.5,1.2999999999999998,2.54,0,Medium,Medium,High,Medium
8,6.7,1,2,2,4,3,0,1,5,2611,29.76086271489094,Medium,4.5,2.1,3.88,2,Low,Medium,Low,Low
7,4.9,0,0,0,3,0,2,0,4,3092,24.07407407407408,High,3.5,1.7,1.96,1,High,High,High,High
2,7.8,0,1,0,10,4,0,0,4,2682,29.31985648701825,Low,1.0,4.2,3.42,2,Medium,Medium,Medium,Low
6,4.2,0,1,2,10,0,1,0,3,1947,22.20633068613798,Medium,3.0,3.4,2.58,1,Medium,Medium,Medium,Medium
6,6.1,0,1,0,2,2,0,0,4,2672,29.64268546707257,Medium,3.0,1.2,2.74,2,Medium,Medium,Medium,Medium
1,4.1,0,2,0,10,4,0,1,3,2426,25.3069320474676,Medium,0.5,4.2,2.24,2,Medium,Low,Medium,Low
7,7.2,1,0,1,5,0,1,1,1,554,21.132713440405748,High,4.0,1.9,3.18,1,Medium,Medium,Medium,Medium
5,7.5,0,1,2,9,4,0,0,3,2473,17.146776406035663,Low,2.5,3.9,3.9,0,Low,Medium,Low,Low
1,6.3,1,1,0,9,0,2,0,1,1479,19.607156612163443,High,1.0,3.5,2.82,1,Medium,Medium,High,Medium
4,7.2,1,2,2,10,3,2,1,1,745,26.44628099173554,High,2.5,4.7,4.08,2,Medium,Low,Medium,Medium
8,5.7,1,2,2,9,3,0,1,3,1954,19.979188345473464,High,4.5,3.6,3.4800000000000004,1,Low,Medium,Low,Low
1,6.6,0,1,2,4,1,2,0,2,1078,22.22222222222222,Low,0.5,2.3,3.54,1,Medium,Medium,Medium,Medium
8,4.8,0,2,1,3,2,1,1,3,2155,32.89473684210526,Medium,4.0,1.9,2.82,3,Medium,Medium,Medium,Medium
5,5.1,0,2,2,10,2,2,1,3,1904,20.747550193111813,Medium,2.5,4.4,3.24,1,Medium,Medium,Medium,Medium
2,7.3,0,0,1,4,0,1,1,1,763,19.15158479364167,Medium,1.0,1.6,3.22,1,Medium,Medium,Medium,Medium
7,4.9,0,0,1,2,3,0,1,3,1980,24.0,Medium,3.5,1.5,2.26,1,Medium,Medium,Medium,Medium
4,7.7,0,2,1,7,2,1,1,4,2512,28.30599506459573,Low,2.0,3.1,3.98,2,Medium,Medium,Medium,Medium
5,6.8,0,2,1,6,2,1,1,1,1183,25.925925925925924,Low,2.5,2.8,3.62,2,Medium,Low,Medium,Medium
3,5.9,0,0,2,3,1,1,0,3,1815,26.216410224399983,Medium,1.5,1.6,2.9600000000000004,2,Medium,Medium,Low,Medium
7,7.5,0,0,1,9,0,0,0,4,3434,23.051754907792983,Medium,3.5,2.7,3.3,1,Medium,High,Low,Medium
3,4.9,1,1,2,11,0,2,1,1,1240,30.443839128344813,High,2.0,4.1,2.8600000000000003,3,Medium,Medium,Medium,High
4,7.0,0,0,1,6,3,1,0,2,1567,26.370238143535232,Low,2.0,3.1,3.1,2,Medium,Medium,Medium,Medium
8,4.5,0,0,0,6,4,0,1,1,1081,22.18934911242604,High,4.0,3.0,1.8,1,Medium,Medium,High,Medium
3,7.8,0,0,2,8,3,1,0,5,2875,16.653061224489797,Low,1.5,3.7,3.72,0,Medium,Medium,Low,Medium
1,7.3,1,0,1,3,0,2,0,3,2274,21.877551020408163,Medium,1.0,1.7,3.22,1,Medium,Medium,Medium,Medium
5,5.7,1,1,2,3,3,2,0,4,2637,20.32443825510934,Medium,3.0,2.6,3.18,1,Medium,Medium,Medium,Medium
3,6.1,1,2,1,7,2,1,1,5,2714,21.92612582222972,Low,2.0,3.1,3.34,1,Medium,Medium,Medium,Medium
8,7.3,0,2,2,5,1,1,1,5,3161,15.78083575306148,Medium,4.0,2.2,4.12,0,Low,Medium,Low,Low
3,5.0,1,1,2,5,0,1,0,5,3124,18.36547291092746,Medium,2.0,1.9,2.9,0,Medium,Medium,Low,Medium
1,6.0,0,0,0,6,4,0,0,5,3229,18.812147272238644,Low,0.5,3.0,2.4000000000000004,1,Medium,Medium,Medium,Low
3,6.3,1,0,2,11,2,0,1,4,2584,25.55932915514163,Medium,2.0,3.9,3.12,2,Medium,Medium,Low,Medium
2,5.6,1,2,2,11,0,1,0,5,3163,37.77777777777778,Medium,1.5,3.7,3.44,3,Medium,Medium,Low,Medium
1,5.4,1,2,2,7,4,0,0,4,3380,27.160493827160497,Medium,1.0,3.3,3.3600000000000003,2,Low,Medium,Low,Low
5,4.6,0,0,1,9,1,1,0,3,1957,18.59113034072472,Medium,2.5,3.3999999999999995,2.14,1,Medium,Medium,Medium,Medium
1,8.0,1,0,0,4,1,2,0,5,2834,28.353057199211044,Medium,1.0,2.3,3.2,2,High,High,Medium,Medium
2,6.0,0,1,0,8,4,0,1,3,1865,31.644317867172973,Low,1.0,3.6,2.7,3,Medium,Medium,Medium,Medium
7,4.8,0,0,2,4,2,2,1,3,1908,25.33500198406642,High,3.5,2.6,2.52,2,High,High,Medium,High
2,7.2,1,1,1,8,2,1,1,1,1514,18.289894833104707,Low,1.5,3.4,3.48,0,Medium,Medium,Medium,Medium
3,5.5,1,1,0,6,0,2,0,4,3398,25.21735857578381,High,2.0,2.6,2.5,2,High,Medium,High,Medium
8,6.2,0,2,1,5,1,0,0,3,1831,21.936347412254616,Low,4.0,1.8,3.3800000000000003,1,Low,Medium,Medium,Low
3,5.5,1,0,1,5,0,0,0,5,2963,20.286507911738084,Medium,2.0,1.5,2.5,1,Medium,Medium,Medium,Medium
6,6.7,0,2,2,5,0,1,1,2,941,33.77044866453226,Medium,3.0,1.9,3.88,3,Medium,Medium,Low,Medium
